---,Actor,Location,Rotation,Scale,Meshes
Row_215,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road_Decal_Cell_ID_136_sub_tile_35.SM_Road_Decal_Cell_ID_136_sub_tile_35'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_36""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_49_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_06_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_22_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_28""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_27""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_01""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_01_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_22_MM""')))"
Row_216,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road_Decal_Cell_ID_136_sub_tile_29.SM_Road_Decal_Cell_ID_136_sub_tile_29'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_08""')))"
Row_217,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road_Decal_Cell_ID_136_sub_tile_28.SM_Road_Decal_Cell_ID_136_sub_tile_28'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_01_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_07_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_37""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_49_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_03_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_06""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_08""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_04""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_01""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_22_MM""')))"
Row_218,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road_Decal_Cell_ID_136_sub_tile_27.SM_Road_Decal_Cell_ID_136_sub_tile_27'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_01_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_34""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_43""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_50_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_06_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_06_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_06""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_08""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_28""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_03""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_22_MM""')))"
Row_219,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road_Decal_Cell_ID_136_sub_tile_26.SM_Road_Decal_Cell_ID_136_sub_tile_26'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_01_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_06_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_22_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_40_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_06""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_08""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_03""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_04""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""')))"
Row_220,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road_Decal_Cell_ID_136_sub_tile_25.SM_Road_Decal_Cell_ID_136_sub_tile_25'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_36""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_42""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_03_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_04_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_06""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_08""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_03""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_04""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""')))"
Row_221,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road_Decal_Cell_ID_136_sub_tile_24.SM_Road_Decal_Cell_ID_136_sub_tile_24'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_03_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_04_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_06_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_32""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_33""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_42""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_48_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_03_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_04_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_04_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_06_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_15""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_18_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_20_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_21_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_06""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_08""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_27""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_05_MM""')))"
Row_222,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_9.SM_Road_Cell_ID_136_sub_tile_9'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_223,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_8.SM_Road_Cell_ID_136_sub_tile_8'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""',MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_224,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_7.SM_Road_Cell_ID_136_sub_tile_7'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_225,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_63.SM_Road_Cell_ID_136_sub_tile_63'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_226,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_56.SM_Road_Cell_ID_136_sub_tile_56'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_227,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_49.SM_Road_Cell_ID_136_sub_tile_49'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_228,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_48.SM_Road_Cell_ID_136_sub_tile_48'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_229,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_47.SM_Road_Cell_ID_136_sub_tile_47'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_230,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_45.SM_Road_Cell_ID_136_sub_tile_45'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_231,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_44.SM_Road_Cell_ID_136_sub_tile_44'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_232,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_43.SM_Road_Cell_ID_136_sub_tile_43'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_233,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_42.SM_Road_Cell_ID_136_sub_tile_42'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_234,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_40.SM_Road_Cell_ID_136_sub_tile_40'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_235,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_39.SM_Road_Cell_ID_136_sub_tile_39'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_236,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_38.SM_Road_Cell_ID_136_sub_tile_38'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_237,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_37.SM_Road_Cell_ID_136_sub_tile_37'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_238,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_36.SM_Road_Cell_ID_136_sub_tile_36'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_239,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_35.SM_Road_Cell_ID_136_sub_tile_35'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_240,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_29.SM_Road_Cell_ID_136_sub_tile_29'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_241,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_28.SM_Road_Cell_ID_136_sub_tile_28'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_242,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_136/SM_Road/SM_Road_Cell_ID_136_sub_tile_27.SM_Road_Cell_ID_136_sub_tile_27'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
